marca;codigoInterno;nombre;categoria;descripcion;precio;stock
Lusqtoff;L1000;COMPRESOMETRO KIT NAFTA ;Herramientas manuales;;34.827,00;2
Lusqtoff;L1015;COMPRESOMETRO MOTORES DIESEL KIT 19 PIEZAS ;Herramientas manuales;;77.849,00;1
Lusqtoff;LC-0122;COMPRESOR DE AIRE 24 LTS- 1 HP-1 ;Herramientas electricas_Compresores;;172.297,00;1
Lusqtoff;LC-883;COMPRESOR DE AIRE ECOLOGICO -110 ;Herramientas electricas_Compresores;"Velocidad 22500 RPM
Potencia 1.4 HP
Capacidad de succión 180L/MIN
Tensión 220 V
Presión máxima 115 PSI";47.860,00;1
Lusqtoff;LC-2550BK;Compresor Mando Directo 2.5 Hp - 50 Lts + Kit 3 Piezas - Lusqtoff LC-2550BK ;Herramientas electricas_Compresores;"- Incluye:

- Compresor de 50 Litros
- Manguera espiralada de 5 m
- Pistola para lavar con recipiente
- Pistola de pintar alta presión con recipiente
- Manual de uso";264.188,00;7
Lusqtoff;LC-2550BKP;Compresor Mando Directo 2.5 Hp - 50 Lts + Kit 3 Piezas Incluye Pelota de Regalo - Lusqtoff LC-2550BKP ;Herramientas electricas_Compresores;"- Incluye:
- Compresor de 50 Litros
- Manguera espiralada de 5 m
- Pistola para lavar con recipiente
- Pistola de pintar alta presión con recipiente
- Manual de uso";264.189,00;2
Lusqtoff;RLC0122R23;CONECTOR DE BRONCE LC-0122 ;Repuestos;LC-0122;786;10
Lusqtoff;RLRL3008R08;CONECTOR DEL COLECTOR ;Repuestos;LRL300-8;7.232,00;2
Lusqtoff;RRCL2608R15;Conexion 3M-314 para RCL260-8 ;Repuestos;;2.096,00;30
Lusqtoff;RGC509040R85;CONJ DE CUBIERTA DE GUIA CONDUCT ;Repuestos;GC9040-50;24.107,00;1
Lusqtoff;RLRL3008R12;Conjunto de Carbones para Lijadora Roto-Orbital P/LRL300-8 ;Repuestos;LRL300-8;2.096,00;9
Lusqtoff;RMTL1509R11;Conjunto de Carbones para Minitorno MTL150-9 ;Repuestos;MTL150-9;2.410,00;11
Lusqtoff;RLCO468BR05;Conjunto de Sujecion Superior para LCO46-8B ;Repuestos;;20.963,00;6
Lusqtoff;RLG15L9R17;Conmutador Trifasico ATS para LG15L-9 ;Repuestos;;303.967,00;1
Lusqtoff;RLAR101R08;CONTROL REMOTO ;Repuestos;LAR-101;24.107,00;1
Lusqtoff;RCEL150009BR24;Controlador para CEL15000-9B ;Repuestos;;52.408,00;1
Lusqtoff;RAML8508R11;CORONA HELICOIDAL ;Repuestos;AML850;9.643,00;2
Lusqtoff;RAML8509R12;Corona Helicoidal p/ AML850-9 ;Repuestos;;3.406,00;1
Lusqtoff;RAML8508NR15;Corona Helicoidal para AML850 ;Repuestos;;3.668,00;3
Lusqtoff;RTB13R01;CORREA P/TB-13 ;Repuestos;TB-13;6.288,00;8
Lusqtoff;COL28-8B;Cortacerco a Bateria 40V - Eco Line - NO INCLUYE CARGADOR NI BATERIA ;Jardin y agro_Corte y poda;"- Velocidad: 1400 RPM
- Longitud de Corte: 58cm 
- Tension: 40V 
- Max. diametro de rama: 28 mm
- Nivel de ruido: 96,00 dB
- Autonomia: 50 min
- Brushless Technology
- Garantia 2 años";324.930,00;2
Lusqtoff;COL550-8;CORTACERCO ELECTRICO 550W ;Jardin y agro_Corte y poda;;109.008,00;25
Lusqtoff;LCO46-8B;Cortadora de Cesped a Bateria 3 en 1 con Bolsa - ECO LINE - NO INCLUYE CARGADOR NI BATERIA ;Jardin y agro_Cortadoras de cesped;"- Funciones 3 en 1: Corta-Tritura y Recolecta
- Altura de corte 7 posiciones
- Capacidad de Bolsa: 55L
- Capacidad de Corte: 18'' (460mm)
- Tension: 40V
- Plataforma Metalica
- Grado de proteccion IPX4
- Autopropulsado: Si
- Funcion de refuerzo: SI
- Cortacesped inalambrico de 21''
- Nivel de ruido: 96 dB
- Autonomia: 28 min
- Brushless Technology
- Garantia 2 años";691.787,00;2
Lusqtoff;LQ500;Cortadora de Cesped a Explosión 6.5 HP ;Jardin y agro_Cortadoras de cesped;;471.673,00;2
Lusqtoff;LQ520B;Cortadora de Césped a Explosión Autopropulsada 6.5 HP 7 Posiciones de Corte (3,2 - 9,5 cm) ;Jardin y agro_Cortadoras de cesped;"? Motor: 4T RATO
? Cilindrada: 170 cc
? Capacidad de tanque de combustible: 0.8 L
? Combustible: nafta
? Aceite: 4T
? Peso: 36,9 Kg";838.530,00;1
Lusqtoff;LQ500B;Cortadora de Césped a Explosión con Bolsa 6.5 HP 7 Posiciones de Corte (2,5 - 7,5 cm) ;Jardin y agro_Cortadoras de cesped;"- Motor: 4T RATO
 - Cilindrada: 170 cc
- Capacidad de tanque de combustible: 0.8 L
- Combustible nafta
- Aceite: 4T
- Peso: 35 kg.";691.787,00;4
Lusqtoff;LCO-1640B;Cortadora de Cesped Electrica 16'' 1600W ;Jardin y agro_Cortadoras de cesped;"-Tensión: 220 V - 50 Hz
- Potencia: 1600 W
- Altura de corte: 25-35-45-55-65 mm.
- Ancho de corte: 400 mm.
- Protección: IPX4
- Ruedas: 6''
- Fuente de alimentación: eléctrica
- Capacidad de bolsa: 40 lts.
";230.595,00;2
Lusqtoff;CCOL3200-9;Cortadora de Concreto ;Construccion_Cortadoras;"? Potencia: 3200 W
? Velocidad: 3500 RPM/MIN
? Tensión: 220 V - 50 Hz
? Tamaño cuchilla: 400 mm
? Diámetro cuchilla: 25,4 mm
? Peso: 11,5 kg

INCLUYE
? Llave inglesa
? 1 disco para sierra
? 6 ruedas auxiliares";943.346,00;1
Lusqtoff;CPCL40-8;Cortadora de plasma 10mm 6200w con compresor incluido - Lusqtoff CPCL40-8 ;Herramientas electricas_Soldadoras;"- Tensión De Entrada: 1ph Ac 220 ( +/- 10%) V
- Frecuencia: 50 Hz
- Capacidad De Entrada Nominal: 6,2 Kw
- Corriente De Entrada Nominal: 28,1 A
- Ciclo De Trabajo (40 ºc %): 28 A / 88 V - 100% // 40 A / 96 V - 25%
- Tensión En Vacío: 270 V
- Rango De Trabajo De Salida: 15 / 40 A
- Eficiencia: 75 %
- Tipo De Arranque: High Arc.
- Espesor De Corte: Menor Igual A 10 Mm
- Presión De Gases 0,15 - 0,25 / 1,5 - 2,5. (mpa) (bar)
- Flujo De Gases: 250 L/min.
- Tiempo De Flujo De Post Gas: 8-10 Seg.
- Clase De Protección: Ip21s.
- Grado De Aislamiento: H.
- Norma Técnica: (iec) En 60974-1.
- Tipo De Enfriamiento: Forzado.
- Tamaño: 430 X 290 X 390mm / Peso 19 Kg.
- Origen: China.
- Garantía: 24 Meses.";650.900,00;1
Lusqtoff;INCUT-100;CORTADORA DE PLASMA PROFESIONAL ;Herramientas electricas_Corte;"? Tensión de entrada: 3 Ph AC 380 ( ± 10% V
? Frecuencia: 50 Hz
? Capacidad de entrada nominal: 11,5 Kw
? Corriente de entrada nominal: 30 A
? Ciclo de trabajo ( 40 ºC- %): 80 A / 112 V @ 100% // 100 A / 120 V @ 60%
? Tensión en vacío: 320 V
? Rango de trabajo de salida: 30/100 A
? Eficiencia: 85 %
? Tipo de arranque: ARCO PILOTO
? Espesor de corte: 40 mm
? Presión de gases: 0,4 - 0,6/ 4 ? 6 Mpa- Bar
? Flujo de gases: 220 ~ 380 l/min
? Tiempo de flujo de post gas: 8 - 10 seg
? Clase de protección: IP21S
? Grado de aislamiento: H
? Norma técnica: (IEC) EN 60974-1
? Tipo de enfriamiento: forzado
? Tamaño: 670 X 330 X 525 mm
? Peso: 28 Kg";2.295.380,00;1
Lusqtoff;INCUT-40;Cortadora de plasma profesional - 40 amp - Lusqtoff INCUT-40 ;Herramientas electricas_Soldadoras;;114.864,00;1
Lusqtoff;L4295;Cortapernos 24'' (600 mm) ;Herramientas manuales_Corte y desbaste;;30.730,00;1
Lusqtoff;L4296;Cortapernos 30'' (750 mm) ;Herramientas manuales_Corte y desbaste;;45.070,00;1
Lusqtoff;L4297;Cortapernos 36'' (900 mm) ;Herramientas manuales_Corte y desbaste;;61.460,00;1
Lusqtoff;L4298;Cortapernos 42'' (1065 mm) ;Herramientas manuales_Corte y desbaste;;86.044,00;2
Lusqtoff;LCREM-9;Crema Limpia manos 500gr ;Accesorios;;9.801,00;6
Lusqtoff;LQ-C2;CRIQUE CARRITO 2TON HIDRAULICO L ;Herramientas manuales_Elevacion y traccion;;61.261,00;31
Lusqtoff;CRL2-8;CRIQUE CARRITO EXTRA CHATO 2TN ;Herramientas manuales_Elevacion y traccion;"- Capacidad máxima de carga: 2.000 Kg
- Altura máxima: 35,6 cm
- Altura mínima: 7,6 cm
- Peso: 16,3 Kgs";356.375,00;1
Lusqtoff;LQC2-7;Crique Hidraulico 2TN ;Herramientas manuales_Taller;;57.432,00;2
Lusqtoff;LQ90203S;CRIQUET BOTELLA  2TN ;Herramientas manuales_Elevacion y traccion;;25.155,00;1
Lusqtoff;RLC2550AR16;Cubierta Carter p/LC-2550A ;Repuestos;LC-2550A;7.337,00;1
Lusqtoff;RCEL6208R35;CUCHILLA ;Repuestos;CEL620-8;6.288,00;7
Lusqtoff;L7463;Cuchillas para Cutter 18mm x 20 Piezas ;Consumibles;;4.192,00;7
Lusqtoff;RLCO468BR107;Cuchillas para LCO46-8B ;Repuestos;;16.770,00;3
Lusqtoff;L7462;Cuchillas Trapezoidales x 20 Piezas ;Herramientas manuales_Corte y desbaste;;4.192,00;10
Lusqtoff;CUL10-8;Cuchillo Flotante de Pesca 10cm - Lusqtoff CUL10-8 ;Hogar_Cuchillos;"Longitud hoja: 10 cm-
mango: 13 cm-
Espesor: 2,5 mm-
Fluorecente en el agua-
Flota en dirección vertical-
Especial para: caza-pesca-campamento";12.577,00;8
Lusqtoff;L7445;Cuchillo Mango Aislado 1000 V ;Herramientas manuales_Corte y desbaste;"- Cuchilla con aislación 1000 V
- Material de hoja: SGR13
- Mango bimaterial 99+TPR confort grip";20.486,00;2
Lusqtoff;L7456;Cutter Profesional 18mm ;Herramientas manuales_Corte y desbaste;;3.585,00;65
Lusqtoff;L7458;Cutter Retractil Profesional 150mm ;Herramientas manuales_Corte y desbaste;;8.706,00;5
Lusqtoff;LDGOM-8;DELANTAL LISO 60 x 90 SIN GOMA ;Accesorios;;1.476,00;1
Lusqtoff;LDJEAN-9;Delantal para servicios tecnicos (LDJEAN-9) ;Accesorios;;13.626,00;3
Lusqtoff;LD5500-8B;Desmalezadora a Bateria 40v ECO LINE - NO INCLUYE CARGADOR NI BATERIA ;Jardin y agro_Desmalezado;"- Selector Velocidad variable 3 posiciones 4500-5000-5500 / RPM
- Brushless Technology
- Tension: 40V
- Control tactil de velocidades
- Diametro de corte: 350mm
- Diametro max. de tanza: 2mm
- Nivel de ruido: 96 dB
- Autonomia: 20 min
- Garantia 2 años
";343.797,00;1
Lusqtoff;LD52-7;Desmalezadora naftera 52cc - 2T - Lusqtoff LD52-7 ;Jardin y agro_Desmalezado;Incluye cuchilla + Portatanza + Guarda protectora + Bidón de mezcla + Llaves de ajuste + Arnés tipo correa + Llave Allen + Sacabujías;137.837,00;54
Lusqtoff;LD38-9;Desmalezadora Naftera Profesional 38.9cc ;Jardin y agro_Desmalezado;;361.003,00;7
Lusqtoff;L6918;Destornillador Con 20 Puntas ;Herramientas manuales_Destornilladores;;6.658,00;1
Lusqtoff;L1039;DESTORNILLADOR DE IMPACTO ;Herramientas manuales;;40.973,00;1
Lusqtoff;L6929;Destornillador De Precision De 17 Piezas ;Herramientas manuales_Destornilladores;;12.292,00;12
Lusqtoff;L6930;Destornillador De Precision De 66 Piezas ;Herramientas manuales_Destornilladores;;26.632,00;10
Lusqtoff;L6602;Destornillador Phillips Ph0 - 3 X 75Mm ;Herramientas manuales_Destornilladores;;1.843,00;3
Lusqtoff;L6606;Destornillador Phillips Ph1 - 5 X 100M ;Herramientas manuales_Destornilladores;;2.048,00;3
Lusqtoff;L6630;Destornillador Phillips Ph1 - 5 X 100M Pasante ;Herramientas manuales_Destornilladores;;2.765,00;3
Lusqtoff;L6608;Destornillador Phillips Ph1 - 5 X 150 Mm ;Herramientas manuales_Destornilladores;;2.458,00;3
Lusqtoff;L6634;Destornillador Phillips Ph2 - 6 X 100M Pasante ;Herramientas manuales_Destornilladores;;3.073,00;3
Lusqtoff;L6636;Destornillador Phillips Ph2 - 6 X 150M Pasante ;Herramientas manuales_Destornilladores;;3.277,00;3
Lusqtoff;L6612;Destornillador Phillips Ph2 - 6 X 38Mm ;Herramientas manuales_Destornilladores;;2.048,00;3
Lusqtoff;L6640;Destornillador Phillips Ph3 - 8 X 200M Pasante ;Herramientas manuales_Destornilladores;;4.711,00;3
Lusqtoff;L6502;Destornillador Plano 3 x 75 mm ;Herramientas manuales_Destornilladores;;1.727,00;3
Lusqtoff;L6506;Destornillador Plano 5 X 100Mm ;Herramientas manuales_Destornilladores;;2.253,00;3
Lusqtoff;L6530;Destornillador Plano 5 X 100Mm Pasante ;Herramientas manuales_Destornilladores;;2.868,00;3
Lusqtoff;L6508;Destornillador Plano 5 X 150Mm ;Herramientas manuales_Destornilladores;;2.458,00;3
Lusqtoff;L6510;Destornillador Plano 6 X 100Mm ;Herramientas manuales_Destornilladores;;2.560,00;2
Lusqtoff;L6536;Destornillador Plano 6 X 100Mm Pasante ;Herramientas manuales_Destornilladores;;3.073,00;3
Lusqtoff;L6512;Destornillador Plano 6 X 150Mm ;Herramientas manuales_Destornilladores;;2.663,00;3
Lusqtoff;L6538;Destornillador Plano 6 X 150Mm Pasante ;Herramientas manuales_Destornilladores;;3.482,00;3
Lusqtoff;L6516;Destornillador Plano 8 X 150Mm ;Herramientas manuales_Destornilladores;;3.482,00;3
Lusqtoff;L6518;Destornillador Plano 8 X 200Mm ;Herramientas manuales_Destornilladores;;4.097,00;3
Lusqtoff;L6542;Destornillador Plano 8 X 200Mm Pasante ;Herramientas manuales_Destornilladores;;4.711,00;3
Lusqtoff;L6704;Destornillador Torx Tamper T10 X 75Mm ;Herramientas manuales_Destornilladores;;2.458,00;3
Lusqtoff;L6706;Destornillador Torx Tamper T15 X 100Mm ;Herramientas manuales_Destornilladores;;2.458,00;3
Lusqtoff;L6708;Destornillador Torx Tamper T20 X 100Mm ;Herramientas manuales_Destornilladores;;2.970,00;3
Lusqtoff;L6710;Destornillador Torx Tamper T25 X 100Mm ;Herramientas manuales_Destornilladores;;3.277,00;3
Lusqtoff;L6712;Destornillador Torx Tamper T27 X 125Mm ;Herramientas manuales_Destornilladores;;3.380,00;3
Lusqtoff;L6714;Destornillador Torx Tamper T30 X 125Mm ;Herramientas manuales_Destornilladores;;3.482,00;3
Lusqtoff;L6716;Destornillador Torx Tamper T40 X 125Mm ;Herramientas manuales_Destornilladores;;3.687,00;3
Lusqtoff;L6702;Destornillador Torx Tamper T8 X 75Mm ;Herramientas manuales_Destornilladores;;2.253,00;2
Lusqtoff;DVL1000-9;Detector de Voltaje 1000v - Black Series ;Herramientas manuales;;29.348,00;4
Lusqtoff;DMP115-9;Disco de Corte Multiproposito ;Consumibles;;5.869,00;32
Lusqtoff;DCL18016;Disco de Corte para Acero / Acero Inoxidable 180x1.6x22 - Lusqtoff DCL18016 ;Consumibles;;1.509,00;85
Lusqtoff;DMS115-9;Disco de Corte para Madera ;Consumibles;;5.240,00;38
Lusqtoff;DCL11510;Disco de Corte para Metal / Acero Inoxidable 115x1.2x22 - Lusqtoff DCL11510 ;Consumibles;;733;184
Lusqtoff;DCL11516;Disco de Corte para Metal / Acero Inoxidable 115x1.6x22 - Lusqtoff DCL11516 ;Consumibles;;796;261
Lusqtoff;DCL23019;Disco de Corte para Metal / Acero Inoxidable 230x1.9x22 - Lusqtoff DCL23019 ;Consumibles;;2.389,00;13
Lusqtoff;DVC115-9;Disco de Corte para Vidrio ;Consumibles;;5.869,00;58
Lusqtoff;DFLRG115;Disco de Fibra 115mm Removedor Grueso ;Consumibles;- 115 * 22.2 mm;5.240,00;69
Lusqtoff;DCLCM2200;DISCO DE SIERRA PARA METAL355 * 2 * 25,4 mm   72 Dientes  / Diente Carburo de tungstenoACERO 75CR1 1800 RPM - APTO CML2200-9D ;Accesorios;;251.559,00;2
Lusqtoff;DDS180-9;DISCO DIAMANTADO SEGMENTADO 180MM ;Accesorios;;14.150,00;1
Lusqtoff;LQDFLAP40;DISCO FLAP GRANO 40 ;Accesorios;;1.362,00;4
Lusqtoff;LQDFLAP60;Disco flap grano 60 Zirconio ;Accesorios;;1.362,00;3
Lusqtoff;LQDFLAP80;DISCO FLAP GRANO 80 ;Accesorios;;1.362,00;1
Lusqtoff;LF-20;DISTRIBUIDOR DE AIRE 4 VIAS ;Accesorios;;15.862,00;2
Lusqtoff;RLC2550BR41;EJE DE RUEDA COMPRESOR 25/50 LTS ;Repuestos;LC-2550B;12.053,00;10
Lusqtoff;RBL10008R22;EJE DE SALIDA P/ BL1000-8 ;Repuestos;BL1000-8;20.963,00;1
Lusqtoff;RESL20008R47;EJE DE SALIDA P/ ESL 2000-8 ;Repuestos;ESL2000-8;8.385,00;2
Lusqtoff;RAML8508NR13;Eje de Salida p/AML850 ;Repuestos;;2.096,00;2
Lusqtoff;LQ4-PACK-120M;ELECTROBOMBA SUMERGIBLE 220V-50 ;Jardin y agro_Riego;;251.559,00;1
Lusqtoff;LQ4-PACK-70;Electrobomba Sumergible para Perforaciones 2'' ;Jardin y agro_Riego;"- Voltaje: 220 V ? 50 Hz
- Potencia: 370 W ? 0,5 HP
- Caudal máximo: 15 L/min
- Altura máxima: 70 m
- Longitud del cable: 20 m
- Grado de protección: IP 68
- Diámetro de bomba: 2?
- Salida: 1/2?
- Agua Limpia
- Garantia 2 Años
- Ideal para reemplazar bombas con eyector (BOMBEADORES ANTIGUOS), molinos, riegos en general, llenado de
tanques elevados, cisternas, piscinas, bebederos en el ámbito doméstico, civil, industrial y agropecuaria.
- INCLUYE
- Pico conector
";142.550,00;1
Lusqtoff;LQE6013250M;Electrodos para soldar punta azul 6013 - 2,5mm X 1 Kg - Lusqtoff LQE6013250M ;Consumibles;"- Codigo caja: LQE6013-250
De mediana penetración, son aplicables en carpintería metálica, tareas generales de mantenimiento y soldaduras de diversas estructuras donde se deba cuidar la terminación del cordón.
Permiten una fácil remoción de escoria y generan muy poco chisporroteo.";5.031,00;42
Lusqtoff;LQE6013200M;Electrodos para soldar punta azul 6013 - 2mm X 1 Kg - LQE6013200M ;Consumibles;#¿NOMBRE?;5.600,00;27
Lusqtoff;LQE6013325M;Electrodos para soldar punta azul 6013 - 3,25mm X 1 Kg - Lusqtoff LQE6013325M ;Consumibles;Codigo de caja: LQE6013-325;4.780,00;25
Lusqtoff;ESL2000-8;Electrosierra 2000w - Lusqtoff ESL200-8 ;Jardin y agro_Corte y poda;"Potencia: 2000W
Aislamiento: Clase II
Velocidad sin carga: 5500 rpm
Velocidad de cadena: 13 m/s
Longitud de corte: 40 cm
Paso de cadena: 3/8 b.p.
Embrague de seguridad
Bloqueo de encendido
Montada sobre rulemanes tipo bolilla.
Fácil mantenimiento.";136.261,00;17
Lusqtoff;MML40-9BK;ELECTROSIERRA A BATERIA (IRON VOLT) ;Herramientas electricas_Sierras;;115.297,00;2
Lusqtoff;ML300-8B;Electrosierra a Bateria 40v 14'' - 3/8 Lp paso de Cadena - ECO LINE - NO INCLUYE CARGADOR NI BATERIA - Lusqtoff ML300-8B ;Jardin y agro_Corte y poda;"- Tension: 40V 
- Protector anti golpe con freno de cadena
- Lubricacion automatica de la espada y la cadena 
- Nivel de ruido: 96 dB
- Autonomia: 40 min
- Largo de espada: 14''
- Velocidad de la cadena: 10 m/s
- Paso de Cadena: 3/8 LP
- Longitud de Corte: 356mm
- Brushless Technology
- Lithium-ion 40
- Garantia 2 años";356.375,00;3
Lusqtoff;RGS4500R57;EMBRAGUE COMPLETO MOTOSIERRA GS4500/GS5200 ;Repuestos;GS-4500/GS-5200;14.674,00;5
Lusqtoff;REIGL47PR14;Encendedor para EIGL4-7P ;Repuestos;;3.668,00;4
Lusqtoff;LENDU4-8;ENDUIDO 4 LTS ;Consumibles;;14.150,00;1
Lusqtoff;EGL860-8;ENGALLETADORA 860W ;Herramientas electricas_Sierras;;199.150,00;1
Lusqtoff;L7740;Engrampadora Clavadora Manual Con Maletin Y Accesorios ;Herramientas manuales_Fijacion;"- Incluye:
- 500 Grampas Longitud: 8 mm / Corona: 10,6 mm / Alambre: 1,2 mm
- 500 Grampas en U Longitud: 12 mm / Corona: 6,3 mm /  Alambre: 1,2 mm
- Clavos Longitud: 10 mm / Corona: 2 mm / Alambre: 1,2 mm
- Garantia 2 años";20.486,00;4
Lusqtoff;L7730;Engrampadora Clavadora Profesional ;Herramientas manuales_Fijacion;"- Grampa Longitud: 6-14 mm / Corona: 10,6 -11,3 mm / Alambre: 1,2 mm
- Accion suave con mayor fuerza de engrapado
- Mango ergonomico
- Clavos Longitud: 14-15 mm / Corona: 2 mm / Alambre: 1,2 mm
- Garantia 2 años";30.730,00;4
Lusqtoff;L7720;Engrampadora Manual Metalica ;Herramientas manuales_Fijacion;"- Longitud de grampa: 4-8 mm
- Mango ergonomico
- Superficie cromada
- Garantia 2 años";12.292,00;11
Lusqtoff;L7722;Engrampadora Manual Metalica Profesional ;Herramientas manuales_Fijacion;"- Grampa Longitud: 6-14 mm / Corona: 10,6 -11,3 mm / Alambre: 1,2 mm
- Mango ergonomico
- Superficie cromada";22.535,00;12
Lusqtoff;RRML8507R64;ENGRANAJE CHICO P/RML850-7 ;Repuestos;RML850-7;2.096,00;1
Lusqtoff;RESL20008R68;ENGRANAJE DE CADENA P/ESL 2000-8 ;Repuestos;;6.288,00;1
Lusqtoff;RML3008BR39;Engranaje de Motor para ML300-8B ;Repuestos;;8.385,00;13
Lusqtoff;RTPL7108R10;ENGRANAJE GRANDE ;Repuestos;TPL710-8;2.620,00;2
Lusqtoff;RCSL15008R42;ENGRANAJE GRANDE ;Repuestos;CSL1500-8;7.337,00;3
Lusqtoff;RESL20008R44;ENGRANAJE GRANDE P/ ESL 2000-8 ;Repuestos;;29.348,00;2
Lusqtoff;RLQI12508R42;Engranaje para LQI1250-8 ;Repuestos;;4.716,00;1
Lusqtoff;RTPL7108R13;ENGRANAJES ESTÁTICOS DE IMPACTO ;Repuestos;TPL710-8;1.813,00;3
Lusqtoff;L1040;ENGRASADORA MANUAL DE 400 CC ;Herramientas manuales_Engrasadores;;28.681,00;4
Lusqtoff;RLAR102R02;ENTRADA DE SUCCION LAR-102 ;Repuestos;LAR-102;7.232,00;1
Lusqtoff;ESL143-74;Escalera Domestica de Aluminio 4 Escalones - Lusqtoff ESL143-74 ;Construccion_Escaleras;;86.381,00;7
Lusqtoff;ESL166-75;Escalera Domestica de Aluminio 5 Escalones ;Construccion_Escaleras;;98.161,00;4
Lusqtoff;ESL191-76;Escalera Domestica de Aluminio 6 Escalones ;Construccion_Escaleras;;121.586,00;2
Lusqtoff;L7010;ESCUADRA DE ALUMINIO 300MM ;Herramientas manuales_Fijacion;"- Incluye nivel de burbuja
- Mediciones y trazados de 90° con máx. precisión
- Garantía: 10 años";9.219,00;1
Lusqtoff;SEL18-8B;Esparcidor De Semillas A Bateria - NO INCLUYE CARGADOR NI BATERIA ;Jardin y agro_Maquinarias;"- Tension 18V
- Regulador de caudal
- Control de velocidad
- Agitador y deflector
- Deflector de control lateral
- Volumen de esparcido ajustable
- Ancho de esparcido Ajustable - 8 niveles
- Velocidad de esparcido Ajustable - 6 Niveles
- Mango de agarre Suave
- Capacidad 3.3L
- Garantia 2 años";125.779,00;3
Lusqtoff;L7152;Espatula Flexible Inoxidable 200 MM ;Herramientas manuales_Albañileria;;9.219,00;1
Lusqtoff;L7154;Espatula Flexible Inoxidable 250 MM ;Herramientas manuales_Albañileria;;11.267,00;5
Lusqtoff;L7156;Espatula Flexible Inoxidable 300 MM ;Herramientas manuales_Albañileria;;13.316,00;1
Lusqtoff;L7142;Espatula Flexible Inoxidable 60 MM ;Herramientas manuales_Albañileria;;6.146,00;2
Lusqtoff;L7144;Espatula Flexible Inoxidable 70 MM ;Herramientas manuales_Albañileria;;6.555,00;1
Lusqtoff;L7146;Espatula Flexible Inoxidable 80 MM ;Herramientas manuales_Albañileria;;6.965,00;1
Lusqtoff;L7148;Espatula Flexible Inoxidable 90 MM ;Herramientas manuales_Albañileria;;7.784,00;1
Lusqtoff;L1019;ESPEJO TELESCÓPICO DE INSPECCION ARTICULADO ;Herramientas manuales;;4.711,00;2
Lusqtoff;L1020;ESPEJO TELESCÓPICO DE INSPECCION CON LUZ LED ;Herramientas manuales;;9.219,00;2
Lusqtoff;EEPL500;Espuma de Poliuretano Expandido 500 ML ;Accesorios;"- Incluye adaptador pistola 
- Adherible sobre: Hormigon - Madera - Metal - Yeso - Cemento
- Tiempo de secado 10-15min
- Tiempo para cortar 40-46min
- Resistencia a la temperatura -30 a 80°C
- Aisla - Fija - Sella - Rellena
- Rellena multiples tipos de cavidades
- Provee aislamiento a sistemas de calefacción y de aire acondicionado
- Rellena espacios entre los paneles
- Sella conexiones entre tubos
- Sella ensambles de concretos y ALC
- Aislación térmica y acústica";6.498,00;1
Lusqtoff;LESPUM-9;Espuma Limpia Manos 230ml - Lusqtoff Lespum-9 ;Accesorios;"- Para todo tipo de suciedad leve o severa
- Suaviza y protege la piel del usuario
- Remueve todo tipo de grasitudes minerales, tintas y negro de humo
- Producto de máxima seguridad
- Peso: 205 g";11.529,00;17
Lusqtoff;RRCL2608R16;Estacas de Limite para RCL260-8 ;Repuestos;;262;104
Lusqtoff;ES3L45-8;Estacion soldado lapiz simple 40w - Lusqtoff Es3l45-8 ;Herramientas electricas_Soldadoras;"- Tensión: 220 V - 50 Hz
- Rango de temperatura cautín: 200° - 400° C
- Temperatura de trabajo: 0~40° C / 32° F~104° F
- Regulador de aire
- Regulador de temperatura
- Peso: 1,58 Kg";38.288,00;11
Lusqtoff;RAML8508R29;ESTATOR ;Repuestos;AML850;26.518,00;2
Lusqtoff;RLC2550BR24;ESTATOR B ;Repuestos;LC-2550B;120.538,00;2
Lusqtoff;RLPS1585ZR03;Estator bobina original bomba presurizadora - Lusqtoff Lps15-8 ;Repuestos;LPS15-8.5Z;35.637,00;8
Lusqtoff;RLPS1585ZNR03;Estator Kexing80 para LPS15-8.5Z ;Repuestos;;35.637,00;6
Lusqtoff;RLC2025R23;ESTATOR LC-2025 ;Repuestos;LC-2025;94.334,00;1
Lusqtoff;RLC40100R21;ESTATOR LC-40100 ;Repuestos;LC-40100/LC-3550B;178.187,00;2
Lusqtoff;RMDL20009R71;Estator p/MDL200-9 ;Repuestos;;180.283,00;1
Lusqtoff;RCEL150009BR26;Estator para CEL15000-9B ;Repuestos;;50.311,00;1
Lusqtoff;RLC40100ENR41;Estator para LC-40100 ;Repuestos;;314.448,00;2
Lusqtoff;RTIL809BKR5;Estator para TIL80-9BK ;Repuestos;;60.793,00;4
Lusqtoff;RHLPA40132R03;Estator sin Carcaza p/ LPA40-13Z ;Repuestos;;30.134,00;1
Lusqtoff;L1034;ESTETOSCOPIO PARA MECÁNICO ;Herramientas manuales;;12.292,00;2
Lusqtoff;EXPARLQ;Exhibidor de Pared Lusqtoff ;Almacenamiento_Exhibidores;;153.651,00;2
Lusqtoff;RK300R16;Extension 50 cm para K300 ;Accesorios;;30.396,00;5
Lusqtoff;RK300R17;Extension 75 cm para K300 ;Accesorios;;34.589,00;5
Lusqtoff;L1030;EXTRACTOR DE CLIPS DE 6'' ;Herramientas manuales;;7.170,00;2
Lusqtoff;L1006;EXTRACTOR DE FILTRO DE ACEITE 3 GARRAS - PLANAS ;Herramientas manuales;;14.340,00;3
Lusqtoff;L1007;EXTRACTOR DE FILTROS DE ACEITE 3 GARRAS - REDONDAS ;Herramientas manuales;;16.389,00;3
